Journal,URL,journal_abbr,search_abbr
Journal of Classification,https://ideas.repec.org/s/spr/jclass.html,jclass,
Journal of Combinatorial Optimization,https://ideas.repec.org/s/spr/jcomop.html,jcomop,
Journal of Comments and Replications in Economics JCRE),https://ideas.repec.org/s/zbw/jcreco.html,jcreco,
Journal of Commerce and Trade,https://ideas.repec.org/s/jct/journl.html,journl,
Journal of Commodity Markets,https://ideas.repec.org/s/eee/jocoma.html,jocoma,
Journal of Common Market Studies,https://ideas.repec.org/s/bla/jcmkts.html,jcmkts,
Journal of Communication,https://ideas.repec.org/s/bhx/ojcomm.html,ojcomm,
Journal of Community Positive Practices,https://ideas.repec.org/s/cta/jcppxx.html,jcppxx,
Journal of Comparative Economics,https://ideas.repec.org/s/eee/jcecon.html,jcecon,
"Journal of Competences, Strategy & Management",https://ideas.repec.org/s/rai/jcsman.html,jcsman,
Journal of Competition Law and Economics,https://ideas.repec.org/s/oup/jcomle.html,jcomle,
Journal of Computational Finance,https://ideas.repec.org/s/rsk/journ0.html,journ0,
Journal of Computational Social Science,https://ideas.repec.org/s/spr/jcsosc.html,jcsosc,
Journal of Conflict Management,https://ideas.repec.org/s/bdu/ojtjcm.html,ojtjcm,
Journal of Conflict Resolution,https://ideas.repec.org/s/sae/jocore.html,jocore,
Journal of Consumer Affairs,https://ideas.repec.org/s/bla/jconsa.html,jconsa,
Journal of Consumer Policy,https://ideas.repec.org/s/kap/jcopol.html,jcopol,
Journal of Consumer Research,https://ideas.repec.org/s/oup/jconrs.html,jconrs,
Journal of Contemporary Accounting and Economics,https://ideas.repec.org/s/eee/jocaae.html,jocaae,
Journal of Contemporary Accounting,https://ideas.repec.org/s/uii/jcauii.html,jcauii,
Journal of Contemporary Central and Eastern Europe,https://ideas.repec.org/s/taf/cdebxx.html,cdebxx,
"Journal of Contemporary Research in Business, Economics and Finance",https://ideas.repec.org/s/ajp/jcrbef.html,jcrbef,
Journal of Contemporary Research in Social Sciences,https://ideas.repec.org/s/ajp/jocrss.html,jocrss,
Journal of Contextual Economics JCE) – Schmollers Jahrbuch,https://ideas.repec.org/s/dah/aeqjce.html,aeqjce,
Journal of Cooperatives,https://ideas.repec.org/s/ags/jlcoop.html,jlcoop,
Journal of Corporate Finance Research Корпоративные финансы,https://ideas.repec.org/s/scn/026790.html,026790,
Journal of Corporate Finance,https://ideas.repec.org/s/eee/corfin.html,corfin,
Journal of Credit Risk,https://ideas.repec.org/s/rsk/journ1.html,journ1,
Journal of Criminal Justice,https://ideas.repec.org/s/eee/jcjust.html,jcjust,
Journal of Critical Infrastructure Policy,https://ideas.repec.org/s/wly/crtinf.html,crtinf,
Journal of Cultural Economics,https://ideas.repec.org/s/kap/jculte.html,jculte,
Journal of Cultural Economy,https://ideas.repec.org/s/taf/jculte.html,jculte,
Journal of Cultural Marketing Strategy,https://ideas.repec.org/s/aza/jcms00.html,jcms00,
Journal of Data Analytics,https://ideas.repec.org/s/bao/jdaisn.html,jdaisn,
Journal of Demographic Economics,https://ideas.repec.org/s/cup/demeco.html,demeco,jdeme
Journal of Derivatives and Quantitative Studies: 선물연구,https://ideas.repec.org/s/eme/jdqspp.html,jdqspp,
Journal of Developing Areas,https://ideas.repec.org/s/jda/journl.html,journl,
Journal of Developing Country Studies,https://ideas.repec.org/s/bdu/ojjdcs.html,ojjdcs,
Journal of Developing Economies,https://ideas.repec.org/s/ayh/jdeunr.html,jdeunr,
Journal of Developing Economies,https://ideas.repec.org/s/bfy/ojtjde.html,ojtjde,
Journal of Developing Societies,https://ideas.repec.org/s/sae/jodeso.html,jodeso,
Journal of Development Economics,https://ideas.repec.org/s/eee/deveco.html,deveco,jde
Journal of Development Effectiveness,https://ideas.repec.org/s/taf/jdevef.html,jdevef,
Journal of Development Innovations,https://ideas.repec.org/s/kqi/journl.html,journl,
Journal of Development Policy and Practice,https://ideas.repec.org/s/sae/jodepp.html,jodepp,
Journal of Development Studies,https://ideas.repec.org/s/taf/jdevst.html,jdevst,
Journal of Developmental Entrepreneurship JDE),https://ideas.repec.org/s/wsi/jdexxx.html,jdexxx,
Journal of Digital Banking,https://ideas.repec.org/s/aza/jdb000.html,jdb000,
Journal of Doctoral Research in Economics,https://ideas.repec.org/s/aes/jdreco.html,jdreco,
Journal of East European Management Studies,https://ideas.repec.org/s/nms/joeems.html,joeems,
Journal of East European Management Studies,https://ideas.repec.org/s/rai/joeems.html,joeems,
Journal of Eastern African Studies,https://ideas.repec.org/s/taf/rjeaxx.html,rjeaxx,
Journal of Econometric Methods,https://ideas.repec.org/s/bpj/jecome.html,jecome,
Journal of Econometrics,https://ideas.repec.org/s/eee/econom.html,econom,joe
Journal of Economic Analysis,https://ideas.repec.org/s/bba/j00001.html,j00001,
Journal of Economic Analysis,https://ideas.repec.org/s/tua/journl.html,journl,
Journal of Economic and Administrative Sciences,https://ideas.repec.org/s/eme/jeaspp.html,jeaspp,
Journal of Economic and Financial Studies JEFS),https://ideas.repec.org/s/lrc/lareco.html,lareco,
Journal of Economic and Social Development,https://ideas.repec.org/s/ris/joeasd.html,joeasd,
Journal of Economic and Social Measurement,https://ideas.repec.org/s/ris/iosjes.html,iosjes,
Journal of Economic and Social Thought,https://ideas.repec.org/s/cvv/journ3.html,journ3,
Journal of Economic and Social Thought,https://ideas.repec.org/s/ksp/journ3.html,journ3,
Journal of Economic Behavior & Organization,https://ideas.repec.org/s/eee/jeborg.html,jeborg,jebo
"Journal of Economic Development, Environment and People",https://ideas.repec.org/s/sph/rjedep.html,rjedep,
Journal of Economic Development,https://ideas.repec.org/s/jed/journl.html,journl,
Journal of Economic Development,https://ideas.repec.org/s/ris/jecdev.html,jecdev,
Journal of Economic Dynamics and Control,https://ideas.repec.org/s/eee/dyncon.html,dyncon,jedc
Journal of Economic Geography,https://ideas.repec.org/s/oup/jecgeo.html,jecgeo,
Journal of Economic Growth,https://ideas.repec.org/s/kap/jecgro.html,jecgro,jeg
Journal of Economic Impact,https://ideas.repec.org/s/adx/journl.html,journl,
Journal of Economic Insight,https://ideas.repec.org/s/mve/journl.html,journl,
Journal of Economic Integration,https://ideas.repec.org/s/ris/integr.html,integr,
Journal of Economic Interaction and Coordination,https://ideas.repec.org/s/spr/jeicoo.html,jeicoo,
Journal of Economic Issues,https://ideas.repec.org/s/mes/jeciss.html,jeciss,
Journal of Economic Literature,https://ideas.repec.org/s/aea/jeclit.html,jeclit,jel
Journal of Economic Methodology,https://ideas.repec.org/s/taf/jecmet.html,jecmet,
Journal of Economic Perspectives,https://ideas.repec.org/s/aea/jecper.html,jecper,jep
Journal of Economic Policy and Management Issues,https://ideas.repec.org/s/beg/journl.html,journl,
Journal of Economic Policy Reform,https://ideas.repec.org/s/taf/jecprf.html,jecprf,
Journal of Economic Policy Reform,https://ideas.repec.org/s/taf/jpolrf.html,jpolrf,
Journal of Economic Policy Researches,https://ideas.repec.org/s/ist/iujepr.html,iujepr,
Journal of Economic Psychology,https://ideas.repec.org/s/eee/joepsy.html,joepsy,
Journal of Economic Regulation Journal of Economic Regulation Вопросы регулирования экономики),https://ideas.repec.org/s/scn/029047.html,029047,
Journal of Economic Sciences,https://ideas.repec.org/s/azm/journl.html,journl,
Journal of Economic Sociology,https://ideas.repec.org/s/hig/ecosoc.html,ecosoc,
Journal of Economic Statistics,https://ideas.repec.org/s/bba/j00005.html,j00005,
Journal of Economic Structures,https://ideas.repec.org/s/spr/jecstr.html,jecstr,
Journal of Economic Studies,https://ideas.repec.org/s/eme/jespps.html,jespps,
Journal of Economic Surveys,https://ideas.repec.org/s/bla/jecsur.html,jecsur,jecsur
Journal of Economic Theory,https://ideas.repec.org/s/eee/jetheo.html,jetheo,jet
Journal of Economics & Management Strategy,https://ideas.repec.org/s/bla/jemstr.html,jemstr,jemstr
Journal of Economics and Behavioral Studies,https://ideas.repec.org/s/rnd/arjebs.html,arjebs,
Journal of Economics and Business Letters,https://ideas.repec.org/s/prv/jeblpv.html,jeblpv,
Journal of Economics and Business,https://ideas.repec.org/s/eee/jebusi.html,jebusi,
Journal of Economics and Development,https://ideas.repec.org/s/eme/jedpps.html,jedpps,
Journal of Economics and Econometrics,https://ideas.repec.org/s/eei/journl.html,journl,
Journal of Economics and Finance,https://ideas.repec.org/s/spr/jecfin.html,jecfin,
Journal of Economics and Financial Analysis,https://ideas.repec.org/s/trp/01jefa.html,01jefa,
Journal of Economics and Management,https://ideas.repec.org/s/jec/journl.html,journl,
Journal of Economics and Management,https://ideas.repec.org/s/vrs/jecman.html,jecman,
Journal of Economics and Political Economy,https://ideas.repec.org/s/cvv/journ1.html,journ1,
Journal of Economics and Political Economy,https://ideas.repec.org/s/ecp/journl.html,journl,
Journal of Economics and Political Economy,https://ideas.repec.org/s/ksp/journ1.html,journ1,
Journal of Economics and SDGs Review,https://ideas.repec.org/s/cvv/journ7.html,journ7,
Journal of Economics and Statistics Jahrbuecher fuer Nationaloekonomie und Statistik),https://ideas.repec.org/s/jns/jbstat.html,jbstat,
Journal of Economics Bibliography,https://ideas.repec.org/s/cvv/journ6.html,journ6,
Journal of Economics Bibliography,https://ideas.repec.org/s/ksp/journ6.html,journ6,
Journal of Economics Ekonomicky casopis,https://ideas.repec.org/s/sav/journl.html,journl,
Journal of Economics Library,https://ideas.repec.org/s/cvv/journ5.html,journ5,
Journal of Economics Library,https://ideas.repec.org/s/ksp/journ5.html,journ5,
Journal of Economics Teaching,https://ideas.repec.org/s/jtc/journl.html,journl,
"Journal of Economics, Finance and Administrative Science",https://ideas.repec.org/s/eme/jefasp.html,jefasp,
"Journal of Economics, Finance and Administrative Science",https://ideas.repec.org/s/ris/joefas.html,joefas,
"Journal of Economics, Management & Agricultural Development",https://ideas.repec.org/s/ags/pjemad.html,pjemad,
"Journal of Economics, Management and Religion JEMAR)",https://ideas.repec.org/s/wsi/jemarx.html,jemarx,
"Journal of Economics, Race, and Policy",https://ideas.repec.org/s/spr/joerap.html,joerap,
Journal of Economics,https://ideas.repec.org/s/kap/jeczfn.html,jeczfn,
Journal of Economy and its Applications,https://ideas.repec.org/s/vrs/jecapp.html,jecapp,
Journal of Economy Culture and Society,https://ideas.repec.org/s/ist/iujecs.html,iujecs,
Journal of Education Advancement & Marketing,https://ideas.repec.org/s/aza/jeam00.html,jeam00,
Journal of Education for Sustainable Development,https://ideas.repec.org/s/sae/jousus.html,jousus,
Journal of Educational and Behavioral Statistics,https://ideas.repec.org/s/sae/jedbes.html,jedbes,
Journal of Elder Policy,https://ideas.repec.org/s/wly/eldpol.html,eldpol,
Journal of Electronic Business & Digital Economics,https://ideas.repec.org/s/eme/jebdep.html,jebdep,
Journal of Electronic Commerce in Organizations JECO),https://ideas.repec.org/s/igg/jeco00.html,jeco00,
Journal of Emerging Market Finance,https://ideas.repec.org/s/sae/emffin.html,emffin,
Journal of Emerging Trends in Marketing and Management,https://ideas.repec.org/s/aes/jetimm.html,jetimm,
Journal of Empirical Economics,https://ideas.repec.org/s/rss/jnljee.html,jnljee,
Journal of Empirical Finance,https://ideas.repec.org/s/eee/empfin.html,empfin,
Journal of Empirical Legal Studies,https://ideas.repec.org/s/wly/empleg.html,empleg,
Journal of Empirical Studies,https://ideas.repec.org/s/pkp/joestu.html,joestu,
Journal of Energy Finance & Development,https://ideas.repec.org/s/eee/jefdev.html,jefdev,
Journal of Energy Markets,https://ideas.repec.org/s/rsk/journ2.html,journ2,
Journal of Enterprising Communities: People and Places in the Global Economy,https://ideas.repec.org/s/eme/jecpps.html,jecpps,
Journal of Enterprising Culture JEC),https://ideas.repec.org/s/wsi/jecxxx.html,jecxxx,
Journal of Entrepreneurial and Organizational Diversity,https://ideas.repec.org/s/trn/csnjrn.html,csnjrn,
Journal of Entrepreneurial Finance,https://ideas.repec.org/s/pep/journl.html,journl,
Journal of Entrepreneurship and Business Innovation,https://ideas.repec.org/s/mth/jebi88.html,jebi88,
Journal of Entrepreneurship and Innovation in Emerging Economies,https://ideas.repec.org/s/sae/jouent.html,jouent,
Journal of Entrepreneurship and Project Management,https://ideas.repec.org/s/bhx/ojjepm.html,ojjepm,
Journal of Entrepreneurship and Public Policy,https://ideas.repec.org/s/eme/jepppp.html,jepppp,
"Journal of Entrepreneurship, Management and Innovation",https://ideas.repec.org/s/aae/journl.html,journl,
Journal of Environmental and Geographical Studies,https://ideas.repec.org/s/cjk/ojjegs.html,ojjegs,
Journal of Environmental Assessment Policy and Management JEAPM),https://ideas.repec.org/s/wsi/jeapmx.html,jeapmx,
Journal of Environmental Economics and Management,https://ideas.repec.org/s/eee/jeeman.html,jeeman,jeem
Journal of Environmental Economics and Policy,https://ideas.repec.org/s/taf/teepxx.html,teepxx,
Journal of Environmental Planning and Management,https://ideas.repec.org/s/taf/jenpmg.html,jenpmg,
Journal of Environmental Studies and Sciences,https://ideas.repec.org/s/spr/jenvss.html,jenvss,
Journal of Evolutionary Economics,https://ideas.repec.org/s/spr/joevec.html,joevec,
Journal of Experimental Political Science,https://ideas.repec.org/s/cup/jexpos.html,jexpos,
Journal of Family and Economic Issues,https://ideas.repec.org/s/kap/jfamec.html,jfamec,
Journal of Family Business Strategy,https://ideas.repec.org/s/eee/fambus.html,fambus,
Journal of Finance and Accounting Research,https://ideas.repec.org/s/ris/jfiacr.html,jfiacr,
Journal of Finance and Economics Research,https://ideas.repec.org/s/gei/jnlfer.html,jnlfer,
Journal of Finance and Financial Law,https://ideas.repec.org/s/ann/jofafl.html,jofafl,
Journal of Finance and Investment Analysis,https://ideas.repec.org/s/spt/fininv.html,fininv,
Journal of Finance Letters (Maliye ve Finans Yazıları),https://ideas.repec.org/s/acc/malfin.html,malfin,
Journal of Finance,https://ideas.repec.org/s/bla/jfinan.html,jfinan,jf
Journal of financial analysis,https://ideas.repec.org/s/adw/journl.html,journl,
Journal of Financial and Monetary Economics,https://ideas.repec.org/s/vls/rojfme.html,rojfme,
Journal of Financial and Quantitative Analysis,https://ideas.repec.org/s/cup/jfinqa.html,jfinqa,
Journal of Financial Compliance,https://ideas.repec.org/s/aza/jfc000.html,jfc000,
Journal of Financial Crime,https://ideas.repec.org/s/eme/jfcpps.html,jfcpps,
Journal of Financial Crises,https://ideas.repec.org/s/yfs/journl.html,journl,
Journal of Financial Crises,https://ideas.repec.org/s/ysm/ypfsfc.html,ypfsfc,
Journal of Financial Econometrics,https://ideas.repec.org/s/oup/jfinec.html,jfinec,
Journal of Financial Economic Policy,https://ideas.repec.org/s/eme/jfeppp.html,jfeppp,
Journal of Financial Economics,https://ideas.repec.org/s/eee/jfinec.html,jfinec,jfe
Journal of Financial Engineering JFE),https://ideas.repec.org/s/wsi/jfexxx.html,jfexxx,
Journal of Financial Innovation,https://ideas.repec.org/s/jfi/journl.html,journl,
Journal of Financial Intermediation,https://ideas.repec.org/s/eee/jfinin.html,jfinin,
"Journal of Financial Management, Markets and Institutions JFMMI)",https://ideas.repec.org/s/wsi/jfmmix.html,jfmmix,
"Journal of Financial Management, Markets and Institutions",https://ideas.repec.org/s/mul/jdp901.html,jdp901,
Journal of Financial Market Infrastructures,https://ideas.repec.org/s/rsk/journ7.html,journ7,
Journal of Financial Markets,https://ideas.repec.org/s/eee/finmar.html,finmar,
Journal of Financial Perspectives,https://ideas.repec.org/s/ris/jofipe.html,jofipe,
Journal of Financial Regulation and Compliance,https://ideas.repec.org/s/eme/jfrcpp.html,jfrcpp,
Journal of Financial Regulation,https://ideas.repec.org/s/oup/refreg.html,refreg,
Journal of Financial Reporting and Accounting,https://ideas.repec.org/s/eme/jfrapp.html,jfrapp,
Journal of Financial Research,https://ideas.repec.org/s/bla/jfnres.html,jfnres,
Journal of Financial Services Marketing,https://ideas.repec.org/s/pal/jofsma.html,jofsma,
Journal of Financial Services Research,https://ideas.repec.org/s/kap/jfsres.html,jfsres,
Journal of Financial Stability,https://ideas.repec.org/s/eee/finsta.html,finsta,
Journal of Financial Studies,https://ideas.repec.org/s/fst/rfsisf.html,rfsisf,
Journal of Financial Transformation,https://ideas.repec.org/s/ris/jofitr.html,jofitr,
Journal of Food Distribution Research,https://ideas.repec.org/s/ags/jlofdr.html,jlofdr,
Journal of Forecasting,https://ideas.repec.org/s/jof/jforec.html,jforec,
Journal of Forecasting,https://ideas.repec.org/s/wly/jforec.html,jforec,
Journal of Forensic Accounting & Fraud Investigation JFAFI),https://ideas.repec.org/s/ris/jfaafi.html,jfaafi,
Journal of Forensic Accounting Profession,https://ideas.repec.org/s/vrs/jfaccp.html,jfaccp,
Journal of Forensic Economics,https://ideas.repec.org/s/fek/papers.html,papers,
Journal of Forest Economics,https://ideas.repec.org/s/eee/foreco.html,foreco,
Journal of Forest Economics,https://ideas.repec.org/s/now/jnljfe.html,jnljfe,
Journal of Futures Markets,https://ideas.repec.org/s/wly/jfutmk.html,jfutmk,
Journal of Gambling Business and Economics,https://ideas.repec.org/s/buc/jgbeco.html,jgbeco,
"Journal of Gender, Agriculture and Food Security Agri-Gender)",https://ideas.repec.org/s/ags/afgend.html,afgend,
Journal of Geographical Systems,https://ideas.repec.org/s/kap/jgeosy.html,jgeosy,
Journal of Global Analysis,https://ideas.repec.org/s/csy/journl.html,journl,
Journal of Global Business and Economics,https://ideas.repec.org/s/grg/01biss.html,01biss,
Journal of Global Economic Analysis,https://ideas.repec.org/s/gta/jnlgea.html,jnlgea,
Journal of Global Economy,https://ideas.repec.org/s/jge/journl.html,journl,
Journal of Global Entrepreneurship Research,https://ideas.repec.org/s/spr/jglont.html,jglont,
Journal of Global Entrepreneurship,https://ideas.repec.org/s/grg/02entp.html,02entp,
Journal of Global Fashion Marketing,https://ideas.repec.org/s/taf/rgfmxx.html,rgfmxx,
Journal of Global History,https://ideas.repec.org/s/cup/jglhis.html,jglhis,
Journal of Global Information Technology Management,https://ideas.repec.org/s/taf/ugitxx.html,ugitxx,
Journal of Global Management,https://ideas.repec.org/s/grg/03mngt.html,03mngt,
Journal of Global Mobility,https://ideas.repec.org/s/eme/jgmpps.html,jgmpps,
Journal of Global Optimization,https://ideas.repec.org/s/spr/jglopt.html,jglopt,
Journal of Global Scholars of Marketing Science,https://ideas.repec.org/s/taf/jgsmks.html,jgsmks,
Journal of Globalization and Development,https://ideas.repec.org/s/bpj/globdv.html,globdv,
Journal of Government and Economics,https://ideas.repec.org/s/eee/jogoec.html,jogoec,
Journal of Happiness Studies,https://ideas.repec.org/s/spr/jhappi.html,jhappi,
Journal of Health Economics,https://ideas.repec.org/s/eee/jhecon.html,jhecon,jhe
Journal of Heterodox Economics,https://ideas.repec.org/s/vrs/joheec.html,joheec,
Journal of Heuristics,https://ideas.repec.org/s/spr/joheur.html,joheur,
Journal of Historical Political Economy,https://ideas.repec.org/s/now/jnlhpe.html,jnlhpe,
Journal of Historical Studies,https://ideas.repec.org/s/bhx/ojtjhs.html,ojtjhs,
Journal of Housing Economics,https://ideas.repec.org/s/eee/jhouse.html,jhouse,jhc
Journal of Housing Research,https://ideas.repec.org/s/taf/rjrhxx.html,rjrhxx,
Journal of Human Capital,https://ideas.repec.org/s/ucp/jhucap.html,jhucap,
Journal of Human Development and Capabilities,https://ideas.repec.org/s/taf/jhudca.html,jhudca,
Journal of Human Resource and Leadership,https://ideas.repec.org/s/bdu/ojjhrl.html,ojjhrl,
Journal of Human Resource Management,https://ideas.repec.org/s/cub/journl.html,journl,
Journal of Human Resource Studies,https://ideas.repec.org/s/cjk/ojjhrs.html,ojjhrs,
Journal of Human Resources,https://ideas.repec.org/s/uwp/jhriss.html,jhriss,jhr
Journal of Humanities and Applied Social Sciences,https://ideas.repec.org/s/eme/jhassp.html,jhassp,
Journal of Humanities and Social Sciences,https://ideas.repec.org/s/cnk/jurnal.html,jurnal,
Journal of Income Distribution,https://ideas.repec.org/s/jid/journl.html,journl,
Journal of Independent Studies and Research JISR),https://ideas.repec.org/s/zab/ancoec.html,ancoec,
Journal of Indonesian Agribusiness,https://ideas.repec.org/s/ags/ipbjia.html,ipbjia,
Journal of Industrial Ecology,https://ideas.repec.org/s/bla/inecol.html,inecol,
Journal of Industrial Economics,https://ideas.repec.org/s/bla/jindec.html,jindec,jinde
Journal of Industrial Organization Education,https://ideas.repec.org/s/bpj/jioedu.html,jioedu,
"Journal of Industry, Competition and Trade",https://ideas.repec.org/s/kap/jincot.html,jincot,
Journal of Information & Knowledge Management JIKM),https://ideas.repec.org/s/wsi/jikmxx.html,jikmxx,
Journal of Information Economics,https://ideas.repec.org/s/bba/j00008.html,j00008,
Journal of Information Systems & Operations Management,https://ideas.repec.org/s/rau/jisomg.html,jisomg,
Journal of Information,https://ideas.repec.org/s/pkp/joinfo.html,joinfo,
Journal of Informetrics,https://ideas.repec.org/s/eee/infome.html,infome,
Journal of Infrastructure Development,https://ideas.repec.org/s/sae/jouinf.html,jouinf,
Journal of Innovation and Entrepreneurship,https://ideas.repec.org/s/spr/joiaen.html,joiaen,
Journal of Innovation Economics,https://ideas.repec.org/s/cai/jiedbu.html,jiedbu,
"Journal of Innovation, Technology and Knowledge Economy",https://ideas.repec.org/s/cvv/journ8.html,journ8,
Journal of Innovations in Medical Research,https://ideas.repec.org/s/bdz/joimer.html,joimer,
Journal of Innovative Business and Management,https://ideas.repec.org/s/dob/journl.html,journl,
Journal of Institutional and Theoretical Economics JITE),https://ideas.repec.org/s/mhr/jinste.html,jinste,
Journal of Institutional Economics,https://ideas.repec.org/s/cup/jinsec.html,jinsec,
Journal of Institutional Studies Journal of Institutional Studies Журнал институциональных исследований),https://ideas.repec.org/s/scn/026034.html,026034,
Journal of Insurance Issues,https://ideas.repec.org/s/wri/journl.html,journl,
Journal of Interactive Marketing,https://ideas.repec.org/s/eee/joinma.html,joinma,
Journal of Intercultural Management,https://ideas.repec.org/s/vrs/joinma.html,joinma,
Journal of Interdisciplinary Economic Research,https://ideas.repec.org/s/ris/zfioef.html,zfioef,
Journal of Interdisciplinary Economics,https://ideas.repec.org/s/sae/jinter.html,jinter,
Journal of Interdisciplinary Social Sciences Review ISSN: 3078-8358,https://ideas.repec.org/s/gnz/joissr.html,joissr,
"Journal of International Accounting, Auditing and Taxation",https://ideas.repec.org/s/eee/jiaata.html,jiaata,
Journal of International Agricultural Trade and Development,https://ideas.repec.org/s/ags/joiatd.html,joiatd,
Journal of International Business Policy,https://ideas.repec.org/s/pal/joibpo.html,joibpo,
Journal of International Business Research and Marketing,https://ideas.repec.org/s/mgs/jibrme.html,jibrme,
Journal of International Business Studies,https://ideas.repec.org/s/pal/jintbs.html,jintbs,
"Journal of International Commerce, Economics and Policy JICEP)",https://ideas.repec.org/s/wsi/jicepx.html,jicepx,
Journal of International Cooperation and Development,https://ideas.repec.org/s/bjz/jicdjr.html,jicdjr,
Journal of International Development,https://ideas.repec.org/s/wly/jintdv.html,jintdv,
Journal of International Economic Law,https://ideas.repec.org/s/oup/jieclw.html,jieclw,
Journal of International Economics,https://ideas.repec.org/s/eee/inecon.html,inecon,jie
Journal of International Entrepreneurship,https://ideas.repec.org/s/kap/jinten.html,jinten,
"Journal of International Financial Markets, Institutions and Money",https://ideas.repec.org/s/eee/intfin.html,intfin,
Journal of International Management,https://ideas.repec.org/s/eee/intman.html,intman,
Journal of International Migration and Integration,https://ideas.repec.org/s/spr/joimai.html,joimai,
Journal of International Money and Finance,https://ideas.repec.org/s/eee/jimfin.html,jimfin,
Journal of International Relations and Policy,https://ideas.repec.org/s/bhx/ojjirp.html,ojjirp,
Journal of International Relations and Social Dynamics,https://ideas.repec.org/s/abq/jirsd1.html,jirsd1,
Journal of International Relations,https://ideas.repec.org/s/bdu/ojtjir.html,ojtjir,
Journal of Internet and Digital Economics,https://ideas.repec.org/s/eme/jidepp.html,jidepp,
Journal of Internet Banking and Commerce,https://ideas.repec.org/s/ris/joibac.html,joibac,
Journal of Investment Strategies,https://ideas.repec.org/s/rsk/journ6.html,journ6,
Journal of Islamic Accounting and Business Research,https://ideas.repec.org/s/eme/jiabrp.html,jiabrp,
Journal of Islamic Monetary Economics and Finance,https://ideas.repec.org/s/idn/jimfjn.html,jimfjn,
Journal of King Abdulaziz University: Islamic Economics,https://ideas.repec.org/s/abd/kauiea.html,kauiea,
"Journal of Knowledge Management, Economics and Information Technology",https://ideas.repec.org/s/spp/jkmeit.html,jkmeit,
Journal of Labor Economics,https://ideas.repec.org/s/ucp/jlabec.html,jlabec,jole
Journal of Labor Research,https://ideas.repec.org/s/spr/jlabre.html,jlabre,
Journal of Labor Research,https://ideas.repec.org/s/tra/jlabre.html,jlabre,
Journal of Law and Economics,https://ideas.repec.org/s/ucp/jlawec.html,jlawec,jlawe
"Journal of Law, Finance, and Accounting",https://ideas.repec.org/s/now/jnllfa.html,jnllfa,
Journal of Leadership and Governance,https://ideas.repec.org/s/cjk/ojtjlg.html,ojtjlg,
JOURNAL OF LIFE ECONOMICS,https://ideas.repec.org/s/jle/journl.html,journl,
Journal of Linguistics and Communication Studies,https://ideas.repec.org/s/bdz/joulcs.html,joulcs,
Journal of Linguistics and Communication Studies,https://ideas.repec.org/s/cvg/joulcs.html,joulcs,
Journal of Literature and Arts Research,https://ideas.repec.org/s/dbb/jlaraa.html,jlaraa,
Journal of Livestock Policy,https://ideas.repec.org/s/bdu/ojtjlp.html,ojtjlp,
Journal of Macroeconomics,https://ideas.repec.org/s/eee/jmacro.html,jmacro,
Journal of Management & Governance,https://ideas.repec.org/s/kap/jmgtgv.html,jmgtgv,
Journal of Management & Organization,https://ideas.repec.org/s/cup/jomorg.html,jomorg,
Journal of Management Analytics,https://ideas.repec.org/s/taf/tjmaxx.html,tjmaxx,
Journal of Management and Business Administration. Central Europe,https://ideas.repec.org/s/vrs/jmbace.html,jmbace,
Journal of Management and Human Resource JMHR),https://ideas.repec.org/s/ksb/joumhr.html,joumhr,
Journal of Management and Research,https://ideas.repec.org/s/ris/jmrumt.html,jmrumt,
Journal of Management and Strategy,https://ideas.repec.org/s/jfr/jms111.html,jms111,
Journal of Management and Sustainability,https://ideas.repec.org/s/ibn/jmsjnl.html,jmsjnl,
Journal of Management Control: Zeitschrift für Planung und Unternehmenssteuerung,https://ideas.repec.org/s/spr/jmgtco.html,jmgtco,
Journal of Management for Global Sustainable Development,https://ideas.repec.org/s/trc/journl.html,journl,
"Journal of Management Practices, Humanities and Social Sciences",https://ideas.repec.org/s/ary/jmphss.html,jmphss,
Journal of Management Sciences,https://ideas.repec.org/s/gei/journl.html,journl,
Journal of Management Studies,https://ideas.repec.org/s/bla/jomstd.html,jomstd,
Journal of Management World,https://ideas.repec.org/s/bjx/jomwor.html,jomwor,
Journal of Maps,https://ideas.repec.org/s/taf/tjomxx.html,tjomxx,
Journal of Market Research,https://ideas.repec.org/s/aif/market.html,market,
Journal of Marketing Analytics,https://ideas.repec.org/s/pal/jmarka.html,jmarka,
Journal of Marketing and Consumer Behaviour in Emerging Markets,https://ideas.repec.org/s/sgm/jmcbem.html,jmcbem,
Journal of Marketing and Logistics JML),https://ideas.repec.org/s/ksb/jourml.html,jourml,
Journal of Marketing Behavior,https://ideas.repec.org/s/now/jnljmb.html,jnljmb,
Journal of Marketing for Higher Education,https://ideas.repec.org/s/taf/jmkthe.html,jmkthe,
Journal of Marketing Studies,https://ideas.repec.org/s/bhx/ojtjms.html,ojtjms,
Journal of Mathematical Economics and Finance,https://ideas.repec.org/s/srs/jmef00.html,jmef00,
Journal of Mathematical Economics,https://ideas.repec.org/s/eee/mateco.html,mateco,jmate
Journal of Mathematics Research,https://ideas.repec.org/s/ibn/jmrjnl.html,jmrjnl,
Journal of Media Economics,https://ideas.repec.org/s/taf/jmedec.html,jmedec,
"Journal of Media, Journalism & Communication Studies",https://ideas.repec.org/s/dba/jmjcsa.html,jmjcsa,
Journal of Mediation & Social Welfare,https://ideas.repec.org/s/lum/jmswjo.html,jmswjo,
